,bodyType,color,fuelType,modelDate,numberOfDoors,productionDate,vehicleTransmission,engineDisplacement,enginePower,mileage,Привод,Руль,Владельцы,ПТС,price
65,седан,белый,бензин,2016,4,2020,автоматическая,2.0 LTR,184 N12,4366,задний,Левый,1владелец,Оригинал,3090000
66,лифтбек,серый,бензин,2009,5,2012,автоматическая,3.0 LTR,306 N12,164000,полный,Левый,3 или более,Дубликат,1420000
67,седан,чёрный,дизель,2016,4,2019,автоматическая,3.0 LTR,249 N12,37780,полный,Левый,2владельца,Оригинал,3656000
68,седан,чёрный,дизель,2007,4,2009,автоматическая,2.0 LTR,177 N12,246205,задний,Левый,1владелец,Оригинал,850000
69,седан,чёрный,бензин,2013,4,2015,автоматическая,2.0 LTR,245 N12,84000,полный,Левый,2владельца,Оригинал,2099000
70,седан,красный,бензин,2007,4,2008,автоматическая,2.5 LTR,218 N12,249000,задний,Левый,3 или более,Дубликат,750000
71,седан,голубой,бензин,2000,4,2002,автоматическая,2.5 LTR,192 N12,250000,задний,Левый,3 или более,Оригинал,370000
72,седан,серебристый,бензин,2000,4,2003,механическая,2.2 LTR,170 N12,315000,задний,Левый,3 или более,Оригинал,450000
73,седан,серый,бензин,1995,4,1997,механическая,2.5 LTR,170 N12,424000,задний,Левый,3 или более,Оригинал,300000
74,седан,серебристый,бензин,2002,4,2005,автоматическая,2.5 LTR,218 N12,177000,задний,Левый,3 или более,Оригинал,505000
75,лифтбек,серый,бензин,2009,5,2009,автоматическая,4.4 LTR,407 N12,137000,задний,Левый,3 или более,Оригинал,950000
76,седан,белый,бензин,2016,4,2018,автоматическая,2.0 LTR,249 N12,59000,полный,Левый,2владельца,Оригинал,2950000
77,седан,чёрный,дизель,2009,4,2012,автоматическая,2.0 LTR,184 N12,78000,задний,Левый,3 или более,Дубликат,1150000
78,седан,серый,бензин,2002,4,2006,автоматическая,2.5 LTR,218 N12,225525,полный,Левый,3 или более,Оригинал,650000
79,седан,серебристый,бензин,2000,4,2002,автоматическая,2.2 LTR,170 N12,270000,задний,Левый,3 или более,Оригинал,320000
80,седан,чёрный,бензин,2002,4,2007,автоматическая,2.5 LTR,218 N12,230000,полный,Левый,3 или более,Оригинал,700000
81,седан,серый,дизель,2013,4,2013,автоматическая,3.0 LTR,258 N12,100600,полный,Левый,1владелец,Оригинал,2100000
82,седан,чёрный,бензин,1995,4,1998,автоматическая,2.5 LTR,170 N12,206606,задний,Левый,3 или более,Оригинал,370000
83,седан,синий,бензин,1987,4,1995,механическая,2.0 LTR,150 N12,400000,задний,Левый,2владельца,Оригинал,550000
84,седан,белый,бензин,2009,4,2012,автоматическая,2.0 LTR,184 N12,95000,задний,Левый,2владельца,Оригинал,1400000
85,седан,синий,бензин,1995,4,1997,механическая,2.0 LTR,150 N12,350000,задний,Левый,3 или более,Оригинал,
86,седан,чёрный,бензин,2013,4,2014,автоматическая,2.0 LTR,184 N12,135000,задний,Левый,3 или более,Оригинал,1500000
87,седан,серый,дизель,1995,4,1997,механическая,2.5 LTR,143 N12,10000,задний,Левый,3 или более,Оригинал,310000
88,седан,чёрный,бензин,2009,4,2012,автоматическая,2.0 LTR,184 N12,167000,задний,Левый,3 или более,Дубликат,1100000
89,седан,чёрный,бензин,2016,4,2018,автоматическая,2.0 LTR,184 N12,43000,задний,Левый,1владелец,Оригинал,2700000
90,седан,белый,дизель,2009,4,2011,автоматическая,3.0 LTR,258 N12,228000,полный,Левый,3 или более,Оригинал,950000
91,седан,серебристый,бензин,2000,4,2001,автоматическая,3.0 LTR,231 N12,430500,задний,Левый,3 или более,Дубликат,390000
92,седан,чёрный,дизель,2009,4,2012,автоматическая,3.0 LTR,258 N12,195000,полный,Левый,2владельца,Оригинал,1350000
93,седан,чёрный,бензин,1995,4,1997,автоматическая,2.5 LTR,170 N12,287000,задний,Левый,2владельца,Оригинал,310000
94,седан,чёрный,бензин,2009,4,2011,автоматическая,2.5 LTR,204 N12,380000,задний,Левый,1владелец,Оригинал,1059999
95,лифтбек,серый,дизель,2009,5,2010,автоматическая,3.0 LTR,245 N12,225000,полный,Левый,3 или более,Оригинал,1490000
96,седан,чёрный,бензин,2009,4,2012,автоматическая,2.0 LTR,184 N12,140000,задний,Левый,3 или более,Оригинал,1350000
97,седан,белый,дизель,2016,4,2020,автоматическая,3.0 LTR,249 N12,2659,полный,Левый,1владелец,Оригинал,4598000
98,седан,серый,бензин,2002,4,2004,автоматическая,2.5 LTR,192 N12,390000,задний,Левый,3 или более,Оригинал,550000
