,bodyType,color,fuelType,modelDate,numberOfDoors,productionDate,vehicleTransmission,engineDisplacement,enginePower,mileage,Привод,Руль,Владельцы,ПТС,price
76,хэтчбек 5 дв.,серый,бензин,2004,5,2005,автоматическая,2.0 LTR,129 N12,195000,задний,Левый,3 или более,Оригинал,399900
77,хэтчбек 3 дв.,чёрный,бензин,2011,3,2013,автоматическая,1.6 LTR,136 N12,99985,задний,Левый,3 или более,Оригинал,817000
78,хэтчбек 5 дв.,чёрный,бензин,2017,5,2018,автоматическая,1.5 LTR,136 N12,34754,задний,Левый,2владельца,Оригинал,1340000
79,хэтчбек 3 дв.,оранжевый,бензин,2011,3,2013,автоматическая,3.0 LTR,320 N12,108000,полный,Левый,2владельца,Оригинал,1648000
80,хэтчбек 5 дв.,чёрный,бензин,2011,5,2013,автоматическая,1.6 LTR,136 N12,158780,задний,Левый,3 или более,Оригинал,758000
81,купе,пурпурный,бензин,2007,2,2008,автоматическая,3.0 LTR,218 N12,98000,задний,Левый,3 или более,Оригинал,900000
82,хэтчбек 5 дв.,белый,бензин,2015,5,2015,автоматическая,1.5 LTR,136 N12,73000,задний,Левый,3 или более,Оригинал,1070000
83,хэтчбек 5 дв.,чёрный,бензин,2007,5,2010,автоматическая,1.6 LTR,115 N12,157000,задний,Левый,3 или более,Оригинал,530000
84,хэтчбек 3 дв.,синий,бензин,2007,3,2007,механическая,2.0 LTR,136 N12,290000,задний,Левый,3 или более,Оригинал,380000
85,хэтчбек 5 дв.,чёрный,бензин,2015,5,2015,автоматическая,1.5 LTR,136 N12,62861,задний,Левый,1владелец,Оригинал,1299000
86,хэтчбек 5 дв.,чёрный,бензин,2011,5,2012,автоматическая,1.6 LTR,136 N12,190000,задний,Левый,1владелец,Оригинал,585000
87,хэтчбек 5 дв.,чёрный,бензин,2017,5,2019,автоматическая,1.5 LTR,136 N12,20935,задний,Левый,2владельца,Оригинал,1767700
88,хэтчбек 5 дв.,коричневый,бензин,2011,5,2013,автоматическая,1.6 LTR,136 N12,128000,задний,Левый,3 или более,Оригинал,690000
89,купе,белый,бензин,2007,2,2009,автоматическая,2.0 LTR,170 N12,97000,задний,Левый,3 или более,Оригинал,650000
90,хэтчбек 5 дв.,коричневый,бензин,2004,5,2006,автоматическая,3.0 LTR,265 N12,217000,задний,Левый,3 или более,Дубликат,550000
91,хэтчбек 5 дв.,синий,бензин,2015,5,2017,автоматическая,1.5 LTR,136 N12,46000,задний,Левый,1владелец,Оригинал,1449000
92,хэтчбек 5 дв.,белый,бензин,2007,5,2010,автоматическая,1.6 LTR,115 N12,108000,задний,Левый,3 или более,Оригинал,520000
93,хэтчбек 3 дв.,белый,бензин,2011,3,2012,автоматическая,1.6 LTR,136 N12,192000,задний,Левый,3 или более,Оригинал,750000
94,купе,чёрный,бензин,2007,2,2008,автоматическая,3.0 LTR,218 N12,161000,задний,Левый,3 или более,Дубликат,720000
95,хэтчбек 5 дв.,оранжевый,бензин,2011,5,2012,автоматическая,3.0 LTR,320 N12,110000,задний,Левый,3 или более,Оригинал,1499000
96,купе,белый,бензин,2011,2,2012,автоматическая,2.0 LTR,156 N12,99000,задний,Левый,3 или более,Оригинал,900000
97,хэтчбек 5 дв.,серый,бензин,2011,5,2011,автоматическая,1.6 LTR,170 N12,75000,задний,Левый,2владельца,Оригинал,900000
98,хэтчбек 5 дв.,белый,бензин,2011,5,2012,автоматическая,1.6 LTR,136 N12,121000,задний,Левый,3 или более,Дубликат,649999
99,хэтчбек 5 дв.,серебристый,бензин,2011,5,2011,автоматическая,1.6 LTR,136 N12,85000,задний,Левый,3 или более,Дубликат,800000
