,bodyType,color,fuelType,modelDate,numberOfDoors,productionDate,vehicleTransmission,engineDisplacement,enginePower,mileage,Привод,Руль,Владельцы,ПТС,price
0,внедорожник 5 дв.,белый,бензин,2010,5,2011,автоматическая,3.0 LTR,258 N12,143802,полный,Левый,1владелец,Оригинал,1200000
1,внедорожник 5 дв.,белый,бензин,2010,5,2014,автоматическая,2.0 LTR,184 N12,59000,полный,Левый,1владелец,Оригинал,1700000
2,внедорожник 5 дв.,чёрный,бензин,2006,5,2009,механическая,2.0 LTR,150 N12,134000,полный,Левый,3 или более,Оригинал,660000
3,внедорожник 5 дв.,серый,бензин,2010,5,2013,автоматическая,2.0 LTR,184 N12,92724,полный,Левый,2владельца,Оригинал,1320000
4,внедорожник 5 дв.,серый,дизель,2010,5,2013,автоматическая,3.0 LTR,249 N12,155000,полный,Левый,2владельца,Оригинал,1699000
5,внедорожник 5 дв.,чёрный,бензин,2006,5,2008,автоматическая,3.0 LTR,272 N12,192387,полный,Левый,3 или более,Дубликат,719000
6,внедорожник 5 дв.,белый,бензин,2014,5,2014,автоматическая,2.0 LTR,184 N12,107428,полный,Левый,2владельца,Оригинал,1725000
7,внедорожник 5 дв.,коричневый,дизель,2014,5,2015,автоматическая,2.0 LTR,190 N12,150000,полный,Левый,2владельца,Оригинал,1845000
8,внедорожник 5 дв.,чёрный,дизель,2010,5,2011,автоматическая,2.0 LTR,184 N12,175325,полный,Левый,3 или более,Оригинал,1260000
9,внедорожник 5 дв.,синий,дизель,2014,5,2017,автоматическая,2.0 LTR,190 N12,132000,полный,Левый,2владельца,Оригинал,2015000
10,внедорожник 5 дв.,белый,бензин,2010,5,2013,автоматическая,2.0 LTR,184 N12,192852,полный,Левый,2владельца,Оригинал,1205000
11,внедорожник 5 дв.,чёрный,дизель,2017,5,2018,автоматическая,2.0 LTR,190 N12,16689,полный,Левый,1владелец,Оригинал,3499000
12,внедорожник 5 дв.,белый,дизель,2014,5,2015,автоматическая,3.0 LTR,249 N12,77716,полный,Левый,3 или более,Оригинал,2390000
13,внедорожник 5 дв.,серебристый,дизель,2017,5,2019,автоматическая,2.0 LTR,190 N12,9197,полный,Левый,1владелец,Оригинал,3649000
14,внедорожник 5 дв.,синий,дизель,2014,5,2014,автоматическая,2.0 LTR,190 N12,95000,полный,Левый,1владелец,Оригинал,1895000
15,внедорожник 5 дв.,белый,дизель,2017,5,2020,автоматическая,2.0 LTR,190 N12,3750,полный,Левый,1владелец,Оригинал,4118977
16,внедорожник 5 дв.,чёрный,дизель,2006,5,2009,автоматическая,3.0 LTR,286 N12,209000,полный,Левый,3 или более,Дубликат,897000
17,внедорожник 5 дв.,бежевый,дизель,2006,5,2009,автоматическая,2.0 LTR,177 N12,196700,полный,Левый,3 или более,Дубликат,679000
18,внедорожник 5 дв.,коричневый,дизель,2010,5,2013,автоматическая,2.0 LTR,184 N12,58000,полный,Левый,1владелец,Оригинал,1740000
19,внедорожник 5 дв.,красный,бензин,2010,5,2012,автоматическая,2.0 LTR,184 N12,192000,полный,Левый,3 или более,Оригинал,999000
20,внедорожник 5 дв.,синий,дизель,2010,5,2013,автоматическая,2.0 LTR,184 N12,193437,полный,Левый,2владельца,Оригинал,1333000
21,внедорожник 5 дв.,чёрный,дизель,2014,5,2015,автоматическая,3.0 LTR,249 N12,72798,полный,Левый,2владельца,Оригинал,2299000
22,внедорожник 5 дв.,чёрный,дизель,2014,5,2014,автоматическая,2.0 LTR,190 N12,115000,полный,Левый,2владельца,Оригинал,1650000
23,внедорожник 5 дв.,чёрный,дизель,2010,5,2014,автоматическая,2.0 LTR,184 N12,144000,полный,Левый,2владельца,Оригинал,1485000
24,внедорожник 5 дв.,синий,бензин,2010,5,2012,автоматическая,2.0 LTR,245 N12,99000,полный,Левый,2владельца,Оригинал,1230000
25,внедорожник 5 дв.,серебристый,дизель,2017,5,2018,автоматическая,2.0 LTR,190 N12,26237,полный,Левый,2владельца,Оригинал,2949000
26,внедорожник 5 дв.,чёрный,бензин,2010,5,2010,автоматическая,3.0 LTR,306 N12,148000,полный,Левый,3 или более,Оригинал,975000
27,внедорожник 5 дв.,чёрный,дизель,2017,5,2019,автоматическая,2.0 LTR,190 N12,11500,полный,Левый,2владельца,Оригинал,3297000
28,внедорожник 5 дв.,чёрный,дизель,2017,5,2020,автоматическая,3.0 LTR,249 N12,21000,полный,Левый,1владелец,Оригинал,4300000
29,внедорожник 5 дв.,серый,дизель,2010,5,2013,автоматическая,2.0 LTR,184 N12,108800,полный,Левый,3 или более,Оригинал,1377000
30,внедорожник 5 дв.,чёрный,бензин,2014,5,2014,автоматическая,2.0 LTR,245 N12,56850,полный,Левый,1владелец,Оригинал,1770000
31,внедорожник 5 дв.,красный,дизель,2010,5,2013,автоматическая,3.0 LTR,249 N12,77400,полный,Левый,1владелец,Оригинал,2000000
