,bodyType,color,fuelType,modelDate,numberOfDoors,productionDate,vehicleTransmission,engineDisplacement,enginePower,mileage,Привод,Руль,Владельцы,ПТС,price
0,седан,серый,бензин,2001,4,2004,механическая,1.8 LTR,115 N12,338000,задний,Левый,3 или более,Дубликат,429000
1,седан,чёрный,бензин,1990,4,1993,механическая,2.0 LTR,150 N12,187000,задний,Левый,3 или более,Оригинал,169000
2,седан,белый,бензин,2015,4,2018,автоматическая,1.5 LTR,136 N12,61000,задний,Левый,2владельца,Оригинал,1617000
3,седан,чёрный,бензин,2018,4,2020,автоматическая,3.0 LTR,387 N12,389,полный,Левый,1владелец,Оригинал,5033699
4,седан,белый,бензин,2015,4,2016,автоматическая,1.5 LTR,136 N12,22310,задний,Левый,1владелец,Оригинал,1599000
5,седан,коричневый,бензин,2011,4,2015,автоматическая,2.0 LTR,184 N12,79255,задний,Левый,3 или более,Оригинал,1149000
6,седан,чёрный,дизель,2018,4,2019,автоматическая,2.0 LTR,190 N12,13445,задний,Левый,1владелец,Оригинал,2799000
7,седан,синий,дизель,2018,4,2019,автоматическая,2.0 LTR,190 N12,46588,задний,Левый,1владелец,Оригинал,2825000
8,седан,чёрный,дизель,2015,4,2018,автоматическая,2.0 LTR,190 N12,13641,полный,Левый,1владелец,Оригинал,2349000
9,седан,белый,бензин,2011,4,2012,автоматическая,2.0 LTR,184 N12,133880,задний,Левый,1владелец,Оригинал,1195000
10,лифтбек,белый,бензин,2011,5,2016,автоматическая,2.0 LTR,184 N12,100489,полный,Левый,1владелец,Оригинал,1948000
11,седан,белый,бензин,2015,4,2017,автоматическая,2.0 LTR,184 N12,27955,полный,Левый,1владелец,Оригинал,2063000
12,седан,коричневый,бензин,2011,4,2012,автоматическая,2.0 LTR,184 N12,95100,задний,Левый,1владелец,Оригинал,1449000
13,седан,чёрный,бензин,2005,4,2008,автоматическая,2.0 LTR,143 N12,206660,задний,Левый,3 или более,Оригинал,465000
